transaction_id,customer_name,customer_email,product_name,category,quantity,unit_price,total_amount,discount_pct,order_date,region,sales_rep,status,phone_number,rating,order_date_is_null,unit_price_had_negative,total_amount_had_negative,_record_count
TXN0011,9c0d461abd619820a0e25ddd0e399278953cad3cc8e0d7951483cc7266c556a6,ab6c7131eea2f69c58dab4317ba113417172c86d1e959350812f1ca0b4f268a6,laptop,clothing,5.0,1734.86,48370.51,48.0,2024-06-11,NORTH, Bob,CANCELLED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,4.0,0,0,0,1
TXN0012,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,711a586817aaf39304242af06c6275c64001216452612a0c4d8c127a96b06b8d,laptop,clothing,9.0,4611.51,11721.99,26.0,2024-04-01,South,CHARLIE,completed,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,2.0,0,0,0,1
TXN0013,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,4457e45bdc8f731e59887808b7a3755f5b714eaf8f21943499924ca5ae602e28,laptop,ELECTRONICS,17.0,0.0,46099.45,45.0,2024-12-26,NORTH,CHARLIE,COMPLETED,72399361da6a7754fec986dca5b7cbaf1c810a28ded4abaf56b2106d06cb78b0,3.0,0,0,0,1
TXN0014,08934492160d7e639ae306df0b848029b432adc882d548cb835b51151ca1291f,,Phone,ELECTRONICS,2.0,4676.85,0.0,26.0,2024-05-04,south,Bob ,completed,,4.0,0,0,1,1
TXN0015,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,,T-Shirt,ELECTRONICS,-5.0,143.18,15380.29,50.0,2024-01-12,east,Bob ,COMPLETED,72399361da6a7754fec986dca5b7cbaf1c810a28ded4abaf56b2106d06cb78b0,2.0,0,0,0,1
TXN0016,9c0d461abd619820a0e25ddd0e399278953cad3cc8e0d7951483cc7266c556a6,,T-Shirt,electronics,10.0,0.0,26727.1,5.0,2024-10-20,NORTH,alice,Completed,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,1.0,0,0,0,1
TXN0017,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,,Phone,Food,16.0,2581.71,22375.54,34.0,2024-03-25,West,Alice,COMPLETED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,4.0,0,0,0,1
TXN0018,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,4457e45bdc8f731e59887808b7a3755f5b714eaf8f21943499924ca5ae602e28,Laptop,ELECTRONICS,5.0,2270.65,17531.98,-10.0,2024-01-08,NORTH,Bob,PENDING,72399361da6a7754fec986dca5b7cbaf1c810a28ded4abaf56b2106d06cb78b0,2.0,0,0,0,1
TXN0019,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,4457e45bdc8f731e59887808b7a3755f5b714eaf8f21943499924ca5ae602e28,Phone,electronics,3.0,3590.79,24809.51,49.0,,North,Bob,COMPLETED,72399361da6a7754fec986dca5b7cbaf1c810a28ded4abaf56b2106d06cb78b0,2.0,1,0,0,1
TXN0020,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,,Phone,FOOD,7.0,3021.38,29946.49,25.0,2024-02-29,West,Alice,COMPLETED,,-1.0,0,0,0,1
TXN0021,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,4457e45bdc8f731e59887808b7a3755f5b714eaf8f21943499924ca5ae602e28,laptop,ELECTRONICS,8.0,4410.87,14032.89,19.0,2024-12-09,east, Bob,Refunded,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,4.0,0,0,0,1
TXN0022,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,5c6551e24bfb8c3a542db4e4d1bf4906288b558766e29233cf18ea022499060d,laptop,clothing,0.0,2835.12,31361.84,29.0,2024-12-06,West,Alice,COMPLETED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,5.0,0,0,0,1
TXN0023,08934492160d7e639ae306df0b848029b432adc882d548cb835b51151ca1291f,,Phone,Food,10.0,2581.71,18373.33,45.0,2024-02-22,south,Bob,CANCELLED,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,5.0,0,0,0,1
TXN0024,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,711a586817aaf39304242af06c6275c64001216452612a0c4d8c127a96b06b8d,Laptop,Food,7.0,4369.99,22375.54,16.0,2024-06-09,West,CHARLIE,COMPLETED,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,5.0,0,0,0,1
TXN0025,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,711a586817aaf39304242af06c6275c64001216452612a0c4d8c127a96b06b8d,Tablet,Electronics,9.0,4160.51,45734.29,10.0,2024-03-05,east,Charlie,COMPLETED,,4.0,0,0,0,1
TXN0026,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,ab6c7131eea2f69c58dab4317ba113417172c86d1e959350812f1ca0b4f268a6,T-Shirt,electronics,19.0,0.0,1649.04,50.0,2024-06-18,East,CHARLIE,COMPLETED,,1.0,0,0,0,1
TXN0027,08934492160d7e639ae306df0b848029b432adc882d548cb835b51151ca1291f,ab6c7131eea2f69c58dab4317ba113417172c86d1e959350812f1ca0b4f268a6,Headphones,Food,15.0,3048.51,22375.54,27.0,2024-12-12,south, Bob,PENDING,,5.0,0,0,0,1
TXN0028,08934492160d7e639ae306df0b848029b432adc882d548cb835b51151ca1291f,,laptop,clothing,15.0,1144.24,19212.49,26.0,2024-09-12,NORTH,CHARLIE,COMPLETED,,4.0,0,0,0,1
TXN0029,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,5c6551e24bfb8c3a542db4e4d1bf4906288b558766e29233cf18ea022499060d,Shoes,ELECTRONICS,5.0,2646.35,30975.7,6.0,Jan 2024,NORTH,CHARLIE,Refunded,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,2.0,0,0,0,1
TXN0030,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,,laptop,Clothing,2.0,3819.5,20994.46,43.0,2024-11-22,NORTH,alice,CANCELLED,72399361da6a7754fec986dca5b7cbaf1c810a28ded4abaf56b2106d06cb78b0,10.0,0,0,0,1
TXN0031,,,Headphones,ELECTRONICS,13.0,1813.65,20648.15,16.0,2024-05-08,North,Bob ,PENDING,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,4.0,0,0,0,1
TXN0032,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,ab6c7131eea2f69c58dab4317ba113417172c86d1e959350812f1ca0b4f268a6,laptop,ELECTRONICS,9.0,2678.98,26141.45,26.0,2024-12-29,West,alice,completed,72399361da6a7754fec986dca5b7cbaf1c810a28ded4abaf56b2106d06cb78b0,1.0,0,0,0,1
TXN0033,,4457e45bdc8f731e59887808b7a3755f5b714eaf8f21943499924ca5ae602e28,Shoes,Food,14.0,2581.71,6978.76,20.0,2024-07-16,East,CHARLIE,PENDING,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,5.0,0,0,0,1
TXN0034,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,5c6551e24bfb8c3a542db4e4d1bf4906288b558766e29233cf18ea022499060d,laptop,ELECTRONICS,1.0,4061.46,22375.54,46.0,2024-03-28,east,CHARLIE,COMPLETED,,2.0,0,0,0,1
TXN0035,,711a586817aaf39304242af06c6275c64001216452612a0c4d8c127a96b06b8d,Phone,Electronics,9.0,4730.27,15391.8,34.0,2024-06-19,South,Alice,cancelled,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,2.0,0,0,0,1
TXN0036,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,,laptop,FOOD,18.0,2581.71,13987.41,44.0,2024-02-03,North,Alice,CANCELLED,,3.0,0,0,0,1
TXN0037,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,,Laptop,ELECTRONICS,11.0,3922.2,0.0,23.0,2024-01-11,North,alice,COMPLETED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,3.0,0,0,1,1
TXN0038,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,,Shoes,Clothing,12.0,1774.49,7078.55,-10.0,2024-06-19,east,CHARLIE,COMPLETED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,3.0,0,0,0,1
TXN0039,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,4457e45bdc8f731e59887808b7a3755f5b714eaf8f21943499924ca5ae602e28,Shoes,Clothing,5.0,3203.65,12572.71,1.0,,East,Bob,COMPLETED,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,1.0,1,0,0,1
TXN0040,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,ab6c7131eea2f69c58dab4317ba113417172c86d1e959350812f1ca0b4f268a6,Tablet,FOOD,9.0,4513.52,4788.7,38.0,2024-11-22,West,CHARLIE,Refunded,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,10.0,0,0,0,1
TXN0041,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,,Tablet,ELECTRONICS,14.0,2887.89,27235.01,41.0,2024-03-26,east,CHARLIE,completed,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,1.0,0,0,0,1
TXN0042,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,,Tablet,ELECTRONICS,-5.0,2541.21,26328.09,20.0,2024-03-03,West,Bob,COMPLETED,72399361da6a7754fec986dca5b7cbaf1c810a28ded4abaf56b2106d06cb78b0,2.0,0,0,0,1
TXN0043,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,,Tablet,Electronics,10.0,0.0,32711.35,4.0,2024-09-09,West,CHARLIE,cancelled,72399361da6a7754fec986dca5b7cbaf1c810a28ded4abaf56b2106d06cb78b0,5.0,0,1,0,1
TXN0044,9c0d461abd619820a0e25ddd0e399278953cad3cc8e0d7951483cc7266c556a6,,laptop,ELECTRONICS,7.0,1855.83,22375.54,3.0,2024-11-02,East,Charlie,Completed,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,5.0,0,0,0,1
TXN0045,08934492160d7e639ae306df0b848029b432adc882d548cb835b51151ca1291f,,T-Shirt,FOOD,0.0,958.66,12708.15,4.0,2024-06-17,North,Charlie,COMPLETED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,4.0,0,0,0,1
TXN0046,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,,laptop,Food,1.0,0.0,47431.12,40.0,2024-03-20,North,Bob,Refunded,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,3.0,0,1,0,1
TXN0047,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,,laptop,clothing,18.0,2106.18,22375.54,12.0,2024-09-14,NORTH, Bob,Refunded,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,1.0,0,0,0,1
TXN0048,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,,Phone,electronics,5.0,951.94,31475.75,150.0,2024-03-19,North,Charlie,Refunded,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,4.0,0,0,0,1
TXN0049,9c0d461abd619820a0e25ddd0e399278953cad3cc8e0d7951483cc7266c556a6,5c6551e24bfb8c3a542db4e4d1bf4906288b558766e29233cf18ea022499060d,laptop,FOOD,13.0,3580.98,45137.39,8.0,32/13/2024,South,alice,COMPLETED,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,1.0,0,0,0,1
TXN0050,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,,Laptop,Electronics,11.0,2133.35,2637.29,42.0,2024-11-06,North,Alice,Refunded,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,10.0,0,0,0,1
TXN0051,,ab6c7131eea2f69c58dab4317ba113417172c86d1e959350812f1ca0b4f268a6,Phone,ELECTRONICS,13.0,3215.07,14480.98,6.0,2024-06-29,West,Alice,COMPLETED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,4.0,0,0,0,1
TXN0052,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,,Laptop,ELECTRONICS,9.0,3386.6,22932.42,30.0,2024-09-26,NORTH,Bob ,CANCELLED,,4.0,0,0,0,1
TXN0053,,,Tablet,clothing,17.0,2581.71,33069.44,3.0,2024-09-19,south,Charlie,COMPLETED,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,2.0,0,0,0,1
TXN0054,9c0d461abd619820a0e25ddd0e399278953cad3cc8e0d7951483cc7266c556a6,711a586817aaf39304242af06c6275c64001216452612a0c4d8c127a96b06b8d,laptop,electronics,17.0,3479.43,22375.54,2.0,2024-03-23,South,CHARLIE,PENDING,,3.0,0,0,0,1
TXN0055,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,,laptop,FOOD,0.0,183.89,36181.66,41.0,2024-10-13,North,CHARLIE,Refunded,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,5.0,0,0,0,1
TXN0056,,4457e45bdc8f731e59887808b7a3755f5b714eaf8f21943499924ca5ae602e28,Headphones,ELECTRONICS,7.0,2581.71,33026.74,4.0,2024-07-06,NORTH,Charlie,COMPLETED,72399361da6a7754fec986dca5b7cbaf1c810a28ded4abaf56b2106d06cb78b0,3.0,0,0,0,1
TXN0057,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,711a586817aaf39304242af06c6275c64001216452612a0c4d8c127a96b06b8d,laptop,FOOD,14.0,2449.31,22375.54,44.0,2024-12-15,East,Alice,Completed,,5.0,0,0,0,1
TXN0058,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,,Shoes,ELECTRONICS,4.0,643.39,40583.46,-10.0,2024-09-06,West,CHARLIE,PENDING,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,3.0,0,0,0,1
TXN0059,08934492160d7e639ae306df0b848029b432adc882d548cb835b51151ca1291f,4457e45bdc8f731e59887808b7a3755f5b714eaf8f21943499924ca5ae602e28,T-Shirt,FOOD,5.0,3690.11,24284.89,2.0,32/13/2024,south,CHARLIE,CANCELLED,72399361da6a7754fec986dca5b7cbaf1c810a28ded4abaf56b2106d06cb78b0,1.0,0,0,0,1
TXN0060,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,,Shoes,electronics,17.0,3740.88,21818.66,2.0,2024-04-05,East,CHARLIE,Completed,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,10.0,0,0,0,1
TXN0061,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,ab6c7131eea2f69c58dab4317ba113417172c86d1e959350812f1ca0b4f268a6,T-Shirt,FOOD,4.0,1093.27,6437.11,10.0,2024-04-24,NORTH,alice,CANCELLED,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,5.0,0,0,0,1
TXN0062,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,,Headphones,clothing,9.0,4717.38,6493.78,20.0,2024-08-16,South, Bob,COMPLETED,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,2.0,0,0,0,1
TXN0063,08934492160d7e639ae306df0b848029b432adc882d548cb835b51151ca1291f,,Tablet,Electronics,20.0,2581.71,14273.31,40.0,2024-02-11,NORTH,Bob ,Completed,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,4.0,0,0,0,1
TXN0064,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,4457e45bdc8f731e59887808b7a3755f5b714eaf8f21943499924ca5ae602e28,Headphones,ELECTRONICS,4.0,578.75,22375.54,7.0,2024-09-09,West,CHARLIE,COMPLETED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,4.0,0,0,0,1
TXN0065,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,,Laptop,ELECTRONICS,-5.0,2674.68,31439.39,41.0,2024-07-23,West,CHARLIE,COMPLETED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,3.0,0,0,0,1
TXN0066,9c0d461abd619820a0e25ddd0e399278953cad3cc8e0d7951483cc7266c556a6,,laptop,ELECTRONICS,15.0,2581.71,37120.42,28.0,2024-01-04,North,Bob,completed,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,2.0,0,0,0,1
TXN0067,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,,laptop,ELECTRONICS,6.0,776.72,22375.54,9.0,2024-08-03,south,Charlie,cancelled,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,2.0,0,0,0,1
TXN0068,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,5c6551e24bfb8c3a542db4e4d1bf4906288b558766e29233cf18ea022499060d,Laptop,Electronics,8.0,3420.88,4779.39,26.0,2024-06-30,North,Bob ,COMPLETED,,1.0,0,0,0,1
TXN0069,08934492160d7e639ae306df0b848029b432adc882d548cb835b51151ca1291f,711a586817aaf39304242af06c6275c64001216452612a0c4d8c127a96b06b8d,Laptop,ELECTRONICS,18.0,4366.16,19711.81,48.0,2024-13-45,West,Charlie,PENDING,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,4.0,0,0,0,1
TXN0070,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,,Shoes,electronics,6.0,4565.35,29214.74,34.0,2024-05-15,east,CHARLIE,PENDING,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,-1.0,0,0,0,1
TXN0071,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,,laptop,FOOD,14.0,3449.54,2829.61,24.0,2024-06-30,West,CHARLIE,PENDING,,4.0,0,0,0,1
TXN0072,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,,laptop,ELECTRONICS,0.0,1473.24,25139.84,40.0,2024-11-08,South,Alice,CANCELLED,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,2.0,0,0,0,1
TXN0073,,,Headphones,Clothing,20.0,2581.71,35900.79,25.0,2024-11-16,West,CHARLIE,COMPLETED,,4.0,0,0,0,1
TXN0074,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,ab6c7131eea2f69c58dab4317ba113417172c86d1e959350812f1ca0b4f268a6,laptop,clothing,11.0,1741.45,0.0,26.0,2024-05-31,West, Bob,COMPLETED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,3.0,0,0,1,1
TXN0075,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,711a586817aaf39304242af06c6275c64001216452612a0c4d8c127a96b06b8d,Phone,Electronics,9.0,3861.63,29052.98,37.0,2024-05-22,West,Bob,completed,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,2.0,0,0,0,1
TXN0076,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,5c6551e24bfb8c3a542db4e4d1bf4906288b558766e29233cf18ea022499060d,Shoes,Clothing,11.0,0.0,2740.49,22.0,2024-05-26,NORTH,alice,COMPLETED,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,3.0,0,1,0,1
TXN0077,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,5c6551e24bfb8c3a542db4e4d1bf4906288b558766e29233cf18ea022499060d,Laptop,electronics,11.0,252.47,22375.54,48.0,2024-08-26,south,alice,COMPLETED,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,4.0,0,0,0,1
TXN0078,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,711a586817aaf39304242af06c6275c64001216452612a0c4d8c127a96b06b8d,laptop,FOOD,14.0,2693.42,17341.07,-10.0,2024-03-30,South,Bob,Completed,,1.0,0,0,0,1
TXN0079,2c1ac45af7793feef16c32c014f47479060ccb5c209512db5a7f123145516293,4457e45bdc8f731e59887808b7a3755f5b714eaf8f21943499924ca5ae602e28,laptop,clothing,3.0,2242.85,47564.65,3.0,Jan 2024,east,Bob,COMPLETED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,3.0,0,0,0,1
TXN0080,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,ab6c7131eea2f69c58dab4317ba113417172c86d1e959350812f1ca0b4f268a6,laptop,electronics,9.0,1187.64,27020.34,37.0,2024-07-28,West, Bob,PENDING,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,3.0,0,0,0,1
TXN0081,,711a586817aaf39304242af06c6275c64001216452612a0c4d8c127a96b06b8d,Shoes,electronics,10.0,4546.57,32312.04,14.0,2024-11-08,NORTH,Bob ,CANCELLED,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,4.0,0,0,0,1
TXN0082,08934492160d7e639ae306df0b848029b432adc882d548cb835b51151ca1291f,ab6c7131eea2f69c58dab4317ba113417172c86d1e959350812f1ca0b4f268a6,Phone,electronics,999.0,4458.22,46720.94,0.0,2024-12-05,West,Bob,Completed,7619ee8cea49187f309616e30ecf54be072259b43760f1f550a644945d5572f2,5.0,0,0,0,1
TXN0083,9c0d461abd619820a0e25ddd0e399278953cad3cc8e0d7951483cc7266c556a6,711a586817aaf39304242af06c6275c64001216452612a0c4d8c127a96b06b8d,laptop,Clothing,13.0,2581.71,13877.35,33.0,2024-06-09,West,CHARLIE,CANCELLED,72399361da6a7754fec986dca5b7cbaf1c810a28ded4abaf56b2106d06cb78b0,5.0,0,0,0,1
TXN0084,9c0d461abd619820a0e25ddd0e399278953cad3cc8e0d7951483cc7266c556a6,,laptop,Food,18.0,3311.68,22375.54,27.0,2024-05-21,south,alice,CANCELLED,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,3.0,0,0,0,1
TXN0085,9c0d461abd619820a0e25ddd0e399278953cad3cc8e0d7951483cc7266c556a6,,T-Shirt,ELECTRONICS,9.0,665.78,41201.8,3.0,2024-07-13,West,Bob ,CANCELLED,91e491a263a911269500672b93c67ef9eb942716ca2e2dd761c1dc9ed0df5f01,5.0,0,0,0,1
TXN0086,371ce02ae5647e65e3cf624b1ef05aa2717a20b51a3b0654d198355605d23d98,,laptop,FOOD,8.0,0.0,40554.37,26.0,2024-09-26,South,Alice,COMPLETED,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,3.0,0,0,0,1
TXN0087,7f319e7a2a24c195dde8670307d28e8fa3dbc756cf225098aff4becaf74ee5ea,4457e45bdc8f731e59887808b7a3755f5b714eaf8f21943499924ca5ae602e28,laptop,FOOD,3.0,1817.04,0.0,25.0,2024-02-27,West,CHARLIE,Refunded,,4.0,0,0,1,1
TXN0088,,,Tablet,ELECTRONICS,11.0,3725.05,43338.55,26.0,2024-06-21,South, Bob,PENDING,72399361da6a7754fec986dca5b7cbaf1c810a28ded4abaf56b2106d06cb78b0,2.0,0,0,0,1
TXN0089,6cea57c2fb6cbc2a40411135005760f241fffc3e5e67ab99882726431037f908,,Shoes,ELECTRONICS,7.0,470.33,35796.13,34.0,32/13/2024,West,Charlie,Completed,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,4.0,0,0,0,1
